Time (ms),Altitude (m),Velocity (ms-1),Acceleration (ms-2),State Detection
7990,74.15,19.57,-9.79,
8000,74.23,20.29,-11.61,
8010,74.39,20.76,-11.78,
8020,74.54,20.46,-9.97,
8030,75.12,19.64,-10.6,
8040,75.19,22.79,-9.7,
8050,75.38,19.51,-12.15,
8060,75.4,19.28,-10.96,
8070,75.51,19.88,-10.47,
8080,75.82,19.34,-8.6,
8090,75.48,19.83,-10.7,
8100,76.26,20.67,-13.43,
8110,76.4,20.24,-9.67,
8120,76.31,19.34,-9,
8130,76.58,20,-9.23,
8140,77.03,19.8,-10.16,
8150,77.18,19.49,-8.64,
8160,77.45,18.64,-8.33,
8170,77.87,17.87,-8.63,
8180,77.6,18.34,-9.9,
8190,77.87,17.97,-10.75,
8200,77.54,19.24,-10.83,
8210,78.32,18.62,-7.73,
8220,78.29,17.95,-10.08,
8230,78.73,17.17,-9.79,
8240,78.66,17.27,-8.84,
8250,78.83,19.18,-9.72,
8260,79.17,18.08,-9.83,
8270,79.27,18.91,-11.2,
8280,79.66,18.86,-7.75,
8290,79.74,18.13,-9.67,
8300,79.37,17.34,-10.89,
8310,79.94,17.03,-9.61,
8320,79.85,16.6,-11.06,
8330,80.23,17.04,-9.17,
8340,80.72,17.61,-8.27,
8350,80.87,16.82,-8.91,
8360,81.6,17.52,-10.88,
8370,81.68,16.68,-9.97,
8380,81.1,15.45,-9.92,
8390,81.71,16.09,-10.21,
8400,81.48,18.18,-9.98,
8410,82.03,16.26,-10.15,
8420,82.16,17.54,-9.45,
8430,81.95,15.58,-9.43,
8440,81.61,16.26,-8.88,
8450,82.09,17.15,-9.47,
8460,82.05,15.21,-9.52,
8470,82.86,15.73,-8.25,
8480,83.03,16.79,-8.64,
8490,83.23,18.06,-11.74,
8500,83.45,15.45,-10.5,
8510,83.33,15.64,-9.9,
8520,83.9,16.57,-8.63,
8530,83.69,12.17,-8.61,
8540,83.59,15.33,-8.84,
8550,83.94,14.66,-10.43,
8560,84.24,14.97,-9.71,
8570,84.17,15.03,-8.75,
8580,84.57,13.88,-9.63,
8590,84.33,15.34,-8.6,
8600,84.78,16.11,-10.61,
8610,84.61,15.38,-10.99,
8620,84.75,15.7,-9.21,
8630,85.08,13.68,-7.58,
8640,85.22,13.88,-10.85,
8650,85.39,15.67,-10.78,
8660,85.36,14.09,-9.48,
8670,85.89,15.52,-11.27,
8680,86.15,14.89,-9.94,
8690,85.35,12.94,-9.17,
8700,85.96,13.5,-8.71,
8710,85.94,14.81,-8.4,
8720,86.21,12.14,-9.13,
8730,86.68,13.44,-10.74,
8740,86.55,12.02,-7.79,
8750,86.57,13.53,-9.13,
8760,86.8,13.71,-10.41,
8770,87.42,13.36,-8.66,
8780,87.21,12.2,-9.87,
8790,87.48,13.15,-10.25,
8800,87.7,12.47,-8.29,
8810,87.94,13.75,-9.4,
8820,87.84,13.35,-8.97,
8830,87.84,10.42,-10.41,
8840,88.25,10.88,-8.84,
8850,88.06,13.08,-8.12,
8860,88.08,11.44,-11.67,
8870,87.76,11.07,-10.85,
8880,88.31,11.63,-9.93,
8890,88.62,12.19,-10.62,
8900,88.53,10.33,-12.17,
8910,88.44,11.65,-8.91,
8920,89.28,12.39,-7.94,
8930,88.77,10.37,-9.01,
8940,89.04,11.22,-10.06,
8950,89.08,10.63,-8.82,
8960,89.1,10.66,-9.36,
8970,89.73,11.14,-9.88,
8980,89.4,12.34,-8.91,
8990,89.77,9.9,-9.85,
9000,89.7,11.24,-10.88,
9010,89.96,10.04,-9.04,
9020,89.95,9.91,-10.56,
9030,89.57,10.13,-8.69,
9040,90.18,10.8,-8.69,
9050,90.52,9.06,-9.55,
9060,90.32,10.41,-9.41,
9070,90.81,9.32,-11.08,
9080,90.45,10.4,-8.67,
9090,90.73,8.72,-9.45,
9100,90.28,9.68,-10.73,
9110,90.69,9.32,-10.41,
9120,91.11,9.43,-11.16,
9130,91.53,9.8,-10.55,
9140,91.32,8.31,-9.45,
9150,91.27,9.47,-7.1,
9160,91.19,8.33,-10.92,
9170,91.85,8.11,-10.03,
9180,91.41,9.26,-10.55,
9190,91.57,9.59,-10.69,
9200,91.37,9.87,-10.45,
9210,91.59,8.21,-9.3,
9220,92.24,10.59,-9.83,
9230,92.02,7.79,-12.36,
9240,91.96,10.77,-9.08,
9250,92.33,10.2,-9.43,
9260,91.92,7.73,-10.15,
9270,92.36,7.96,-9.31,
9280,92.43,9.08,-9.05,
9290,91.74,9.25,-10.74,
9300,92.82,8.1,-10.89,
9310,92.14,8.02,-11.49,
9320,93.16,7.81,-10.96,
9330,92.92,6.32,-10.04,
9340,93.04,6.23,-9.02,
9350,93.01,6.85,-10.19,
9360,92.98,8.32,-9.23,
9370,93.3,6.65,-10.54,
9380,93.42,7.02,-9.24,
9390,93.56,7.52,-10.73,
9400,93.42,7.19,-8.92,
9410,93.38,5.86,-9.02,
9420,93.7,7.11,-10.43,
9430,93.98,6.6,-7.01,
9440,93.89,7.41,-8.99,
9450,93.72,6.56,-7.5,
9460,94.02,7.44,-10.16,
9470,94.2,5.87,-9.27,
9480,93.64,5.31,-11.23,
9490,93.34,6.25,-10.36,
9500,93.35,5.89,-9.89,
9510,93.79,5.39,-10.15,
9520,93.42,5.77,-10.71,Apogee Detected
9530,93.98,6.44,-8.96,
9540,94.07,5.25,-10.52,
9550,93.98,5.1,-8.84,
9560,94.2,5.54,-9.31,
9570,94.39,6.15,-9.2,
9580,94.13,3.3,-10.01,
9590,94.14,4.73,-8.55,
9600,94.15,5.82,-11.05,
9610,94.45,4.66,-9.4,
9620,94.92,4.2,-9.67,
9630,95.14,6.23,-11.53,
9640,94.59,5.11,-10.07,
9650,94.8,3.22,-10.26,
9660,95.02,3.36,-8.7,
9670,94.77,3.25,-9.9,
9680,94.42,3.74,-10.33,
9690,94.18,2.78,-9.7,
9700,94.55,3.68,-8.41,
9710,94.89,5.4,-10.09,Descent Detected
9720,94.75,3.69,-10.06,
9730,95.09,1.38,-10.58,
9740,94.59,2.65,-10.62,
9750,94.84,2.19,-8.49,
9760,95.31,2.23,-9.37,
9770,95.24,2.81,-12.82,
9780,94.68,3.93,-10.56,
9790,94.74,3.05,-9.83,
9800,95.14,3.24,-10.25,
9810,95.37,3.62,-10.91,
9820,95.1,3.28,-8.98,
9830,95.41,2.69,-7.69,
9840,95.13,3.6,-10.95,
9850,95.03,2.27,-9.28,
9860,95.69,2.09,-11.89,
9870,95.43,2.69,-9.16,
9880,95.28,2.9,-8.83,
9890,95.19,0.75,-10.63,
9900,95.14,2.55,-7.7,
9910,95.19,2.96,-9.33,
9920,95.79,2.25,-9.2,
9930,94.96,0.41,-10.5,
9940,95.27,0.88,-11.7,
9950,95.92,1.82,-8.43,
9960,95.16,1.85,-8.1,
9970,95.54,1.77,-8.6,
9980,95.35,2.67,-10.81,
9990,95.59,2.52,-8.57,
10000,95.64,2.27,-9.16,
10010,95.22,0.95,-12.15,
10020,95.3,0.27,-8.43,
10030,95.47,-1.23,-6.86,
10040,95.58,1.37,-10.51,
10050,95.59,-0.2,-10.78,
10060,95.17,0.01,-8.83,
10070,95.42,-0.38,-8.37,
10080,95.78,-0.74,-9.21,
10090,95.42,-0.41,-10.32,
10100,96.09,-1.22,-9.55,
10110,95.04,0.17,-9.56,
10120,95.62,-0.55,-11.64,
10130,95.53,-0.91,-11.57,
10140,95,-0.19,-6.12,
10150,95.49,-0.72,-9.28,
10160,96.42,-0.57,-8.93,
10170,95.43,-0.49,-8.78,
10180,95.35,0.59,-7.61,
10190,95.38,-0.08,-10.53,
10200,96.16,-0.46,-11.2,Landing Detected
10210,95.42,-1.47,-11.79,
10220,95.56,-0.69,-10.44,
10230,95.37,-0.9,-9.43,
10240,95.67,-2,-11.52,
10250,95.64,-0.29,-11.89,
10260,95.51,-1.6,-9.26,
10270,95.34,-2.56,-10.03,
10280,95.72,-0.97,-9.27,
10290,95.52,-3.07,-8.3,
10300,95.59,-1.46,-11.28,
10310,95.34,-1.45,-11.02,
10320,95.17,-2.26,-8.95,
10330,95.23,-2.5,-8.13,
10340,95.22,-3.45,-8.67,
10350,95.07,-2.99,-7.59,
10360,94.99,-2.44,-10.33,
10370,95.32,-2.09,-10.69,
10380,94.84,-3.6,-9.08,
10390,95.12,-3.18,-8.83,
10400,94.77,-1.92,-11.11,
10410,95.24,-2.89,-9.59,
10420,95.23,-3.05,-10.65,
10430,94.78,-3.07,-9.49,
10440,95.09,-4.92,-9.76,
10450,95.17,-4.2,-10.44,
10460,95.26,-3.34,-8.33,
10470,94.8,-2.69,-9.48,
10480,94.76,-2.46,-11.89,
10490,95.2,-3.38,-8.93,
10500,95.01,-5.25,-8.26,
10510,95.13,-3.5,-10.09,
10520,94.91,-3.49,-9.41,
10530,94.14,-3.76,-10.43,
10540,94.46,-4.14,-9.92,
10550,94.09,-2.99,-10.68,
10560,94.95,-5.17,-9.96,
10570,94.48,-5.3,-11.33,
10580,94.41,-4.51,-8.97,
10590,94.49,-4.42,-9.26,
10600,94.28,-5.25,-10.47,
10610,94.16,-5.49,-9.85,
10620,94.14,-4.43,-11.04,
10630,94.36,-4.51,-9.75,
10640,94.47,-5.42,-10.43,
10650,93.49,-6.1,-9.41,
10660,93.83,-3.84,-10.82,
10670,93.65,-5.53,-11.4,
10680,93.9,-6.67,-7.9,
10690,93.91,-6.76,-10.01,
10700,93.87,-5.2,-10.18,
10710,93.9,-5.59,-9.47,
10720,93.11,-6.49,-9.57,
10730,93.6,-4.74,-11.41,
10740,93.35,-6.34,-9.95,
10750,93.6,-6.92,-10.1,
10760,93.8,-6.32,-9.67,
10770,93.49,-5.99,-8.02,
10780,93.29,-6.89,-9.02,
10790,93.34,-8.48,-11.91,
10800,93.22,-8.47,-9.86,
10810,93.02,-6.77,-9.68,
10820,93.17,-7.54,-9.89,
10830,92.4,-7.13,-11.73,
10840,92.87,-7.64,-9.82,
10850,92.83,-7.45,-9.98,
10860,92.56,-7.43,-9.92,
10870,92.97,-8.7,-9.58,
10880,92.4,-7.51,-10.2,
10890,92.35,-7.14,-8.17,
10900,92.3,-7.07,-10.24,
10910,92.19,-9.13,-9.52,
10920,92.43,-8.23,-10.23,
10930,91.74,-6.86,-11.56,
10940,91.78,-7.83,-9.65,
10950,91.56,-7.83,-10.34,
10960,92.07,-8.33,-8.6,
10970,91.73,-9.09,-8.74,
10980,91.35,-11.42,-9.99,
10990,91.89,-8.88,-11.11,
11000,91.39,-7.75,-9.87,
11010,91.47,-9.84,-9.85,
11020,91.67,-8.98,-7.3,
11030,91.25,-8.04,-10.3,
11040,90.56,-10.43,-10.75,
11050,90.93,-9.41,-9.56,
11060,90.74,-9.7,-10.95,
11070,90.35,-9.83,-9.89,
11080,90.99,-9.35,-11.2,
11090,90.95,-10.86,-8.77,
11100,90.4,-10.5,-10.28,
11110,90.16,-8.72,-8.33,
11120,90.47,-11.71,-11.95,
11130,89.98,-10.07,-9.75,
11140,90.1,-10.23,-10.51,
11150,89.93,-10.68,-11.57,
11160,89.82,-10.47,-11.5,
11170,89.96,-10.44,-8.98,
11180,89.75,-10.28,-10.75,
11190,89.74,-9.82,-10.16,
11200,89.78,-10.92,-8.27,
11210,89.74,-11.62,-9.58,
11220,89.36,-10.93,-8.44,
11230,88.92,-11.87,-10.2,
11240,89.43,-12.39,-9.89,
11250,88.98,-12.53,-9.91,
11260,88.9,-11.77,-9.71,
11270,88.85,-11.35,-9.01,
11280,88.5,-12.54,-8.8,
11290,88.41,-12.58,-11.1,
11300,88.05,-12.65,-9.29,
11310,88.1,-12.35,-8.67,
11320,87.78,-11.14,-12.01,
11330,87.95,-11.44,-8.98,
11340,87.88,-12.75,-9.26,
11350,87.86,-13.14,-9.63,
11360,87,-12.27,-7.58,
11370,87.42,-12.19,-10.64,
11380,87.12,-12.57,-9.03,
11390,87.17,-11.65,-10.38,
11400,87.19,-13.61,-9.32,
11410,87.16,-12.53,-11.25,
11420,86.63,-12.92,-9.11,
11430,87.06,-12.92,-8.12,
11440,86.48,-13.06,-9.81,
11450,86.38,-13.39,-8.06,
11460,86.49,-14.47,-10.36,
11470,86.14,-12.37,-8.16,
11480,86.4,-14.11,-10.92,
11490,86.13,-13.37,-8.36,
11500,86.19,-14.18,-11.12,
11510,85.68,-13.46,-9.22,
11520,85.86,-14.72,-9.1,
11530,85.14,-13.06,-9.97,
11540,84.92,-15.43,-9.98,
11550,84.81,-14.46,-8.75,
11560,85.39,-14.08,-10.38,
11570,84.38,-14.37,-9.21,
11580,84.62,-15.25,-10.36,
11590,84.51,-15.21,-9.39,
11600,84.52,-13.79,-10.82,
11610,84.19,-15.77,-11.17,
11620,84.12,-15.34,-8.85,
11630,84.02,-15.68,-8.88,
11640,83.69,-15.69,-9.8,
11650,83.69,-16.25,-9.95,
11660,82.85,-15.48,-9.96,
11670,83.3,-15.91,-8.09,
11680,83.51,-15.07,-9.15,
11690,83.18,-16,-12.5,
11700,83.18,-15.61,-10.45,
11710,82.98,-16.24,-7.42,
11720,82.54,-17.14,-11.61,
11730,82.45,-16.75,-7.92,
11740,82.05,-16.95,-11.85,
11750,82.36,-15.93,-10.3,
11760,81.8,-15.2,-10.66,
11770,81.24,-16.18,-10.43,
11780,81.65,-16.94,-11.65,
11790,81.05,-16.03,-8.68,
11800,81.29,-15.99,-10.89,
11810,81.18,-15.86,-10.1,
11820,80.38,-18.01,-9.12,
11830,80.53,-16.74,-9.88,
11840,80.52,-19.2,-8.24,
11850,80.28,-16.55,-11.75,
11860,80.59,-17.07,-9.64,
11870,80.05,-19.43,-9.4,
11880,80.11,-17.9,-9.5,
11890,79.44,-17.42,-9.1,
11900,79.87,-18.6,-10.58,
11910,79.58,-17.16,-10.41,
11920,79.19,-19.55,-10.21,
11930,79.32,-17.51,-9.95,
11940,78.79,-17.64,-10.52,
11950,78.27,-17.95,-10.04,
11960,78.59,-18.54,-11.74,
11970,78.56,-17.23,-12.34,
11980,78.19,-19.02,-8.56,
11990,77.6,-17.17,-9.86,
12000,77.3,-18.42,-9.69,
12010,77.54,-19.78,-10.34,
12020,77.13,-21.27,-9.76,
12030,76.92,-18.4,-8.73,
12040,76.94,-19.33,-9.53,
12050,76.55,-20.85,-8.87,
12060,76.03,-20.63,-8.69,
12070,76.74,-18.08,-10.35,
12080,75.82,-18.72,-9.34,
12090,76.13,-19.87,-9.2,
12100,75.59,-20.81,-9.36,
12110,76,-20.92,-11.62,
12120,75.44,-20.33,-9.89,
12130,74.83,-19.15,-9.71,
12140,74.7,-19.88,-10.06,
12150,74.57,-20.48,-10.53,
12160,74.67,-21.73,-11.03,
12170,74.33,-21.4,-9.65,
12180,73.39,-20.81,-11.13,
12190,74.01,-20.59,-10.76,
12200,74.03,-20.69,-9.6,
12210,73.1,-21.02,-10.54,
12220,73.87,-21.67,-10.62,
12230,73.05,-21.21,-9.68,
12240,72.88,-22.14,-10.64,
12250,72.46,-20.65,-9.43,
12260,72.12,-20.17,-8.3,
12270,72.04,-22.08,-9.84,
12280,72.53,-20.77,-10.51,
12290,72.12,-21.86,-9.93,
12300,71.16,-20.85,-10.96,
12310,71.3,-21.82,-8.33,
12320,71.37,-21.63,-11.1,
12330,71.09,-22.78,-10.16,
12340,70.7,-20.16,-9.08,
12350,70.07,-20.73,-8.38,
12360,70.49,-23.62,-10.28,
12370,70.22,-20.11,-8.28,
12380,70.15,-20.78,-8.2,
12390,69.23,-22.11,-10.26,
12400,69.38,-22.59,-10.09,
12410,69.54,-21.94,-9.65,
12420,68.69,-22.41,-9.13,
12430,69,-23.03,-9.93,
12440,68.33,-22.01,-9.73,
12450,68.37,-22.82,-7.82,
12460,68.49,-22.6,-7.47,
12470,67.23,-22.36,-10.59,
12480,67.85,-22.7,-9.6,
12490,66.68,-24.07,-9.49,
12500,66.75,-25.14,-9.33,
12510,66.82,-23.66,-8.19,
12520,66.8,-23.83,-10.75,
12530,66.51,-24.44,-9.48,
12540,66.14,-24.38,-8.17,
12550,65.75,-24.46,-10.46,
12560,65.79,-25.22,-11.01,
12570,65.12,-23.6,-6.92,
12580,64.96,-25.22,-11.11,
12590,65.24,-24.37,-11.59,
12600,64.33,-24.72,-10.3,
12610,64.46,-26.09,-10.14,
12620,63.93,-25.7,-10.13,
12630,63.71,-24.15,-10.72,
12640,63.79,-25.69,-10.63,
12650,63.85,-24.75,-8.69,
12660,62.87,-26.47,-10.19,
12670,62.83,-24.52,-9.08,
12680,62.54,-25.61,-10.11,
12690,62.84,-25.38,-9.09,
12700,61.86,-28,-8.74,
12710,61.47,-25.25,-10.29,
12720,61.24,-26.8,-10.48,
12730,61.59,-25.77,-10.39,
12740,61.03,-25.63,-10.03,
12750,60.95,-25.87,-9.8,
12760,60.66,-25.57,-9.89,
12770,60.57,-27.8,-9.54,
12780,60.04,-26.5,-9.25,
12790,59.5,-26.45,-9.33,
12800,59.49,-26.07,-10.53,
12810,58.83,-26.31,-12.27,
12820,58.85,-26.24,-9.23,
12830,58.72,-26.91,-8.75,
12840,58.43,-27.23,-11.83,
12850,57.93,-25.4,-10.15,
12860,57.55,-28.17,-7.03,
12870,57.65,-27.79,-9.68,
12880,57.43,-29.17,-9.12,
12890,57.25,-27.48,-10.03,
12900,56.34,-27.63,-8.55,
12910,56.4,-28.66,-9.61,
12920,56.73,-26.92,-11.41,
12930,56.2,-27.01,-7.54,
12940,55.54,-28.39,-10.36,
12950,54.8,-28.74,-9.36,
12960,55.48,-28.94,-8.96,
12970,54.47,-27.5,-9.01,
12980,54.5,-28.27,-12.68,
12990,54.21,-28.21,-11.46,
13000,54.09,-28.06,-10.93,
13010,53.56,-27.8,-10.26,
13020,53.74,-29.78,-9.53,
13030,52.92,-29.06,-10.37,
13040,52.48,-29.67,-11.59,
13050,52.66,-28.63,-8.2,
13060,52,-29.51,-8.52,
13070,52.34,-29.62,-11.08,
13080,51.36,-30.88,-11.35,
13090,51.08,-29.57,-10.95,
13100,50.84,-30.95,-8.75,
13110,50.71,-30.54,-7.99,
13120,50.37,-29.06,-8.44,
13130,50.42,-29.04,-8.21,
13140,50.15,-29.41,-9.94,
13150,49.33,-30.36,-8.78,
13160,49.04,-30.34,-9.67,
13170,48.9,-30.44,-9.88,
13180,48.66,-30.23,-9.01,
13190,48.45,-30.58,-9.32,
13200,47.84,-31.95,-10.73,
13210,47.46,-30.54,-7.66,
13220,47.15,-32.43,-11.22,
13230,47.05,-30.04,-9.69,
13240,46.85,-30.78,-10.56,
13250,46.52,-30.12,-8.39,
13260,45.86,-30.97,-10.14,
13270,46.1,-30.3,-9.67,
13280,45.77,-29.56,-9.95,
13290,44.96,-30.53,-9.32,
13300,44.58,-31.32,-8.65,
13310,45.01,-32.38,-12.52,
13320,44.69,-30.84,-8.35,
13330,43.46,-31.02,-10.68,
13340,43.31,-31.65,-8.98,
13350,43.37,-32.16,-9.25,
13360,43.2,-33.04,-8.63,
13370,42.21,-32.59,-8.97,
13380,42.26,-32.62,-10.3,
13390,41.76,-31.96,-9.79,
13400,41.8,-31.74,-10.39,
13410,41.23,-32.99,-11.46,
13420,41.51,-32.37,-7.96,
13430,41.05,-33.36,-7.88,
13440,40.65,-33.36,-9.87,
13450,40.5,-33.17,-10.18,
13460,39.76,-33.74,-12.03,
13470,39.33,-34.1,-9.54,
13480,39.39,-31.67,-9.92,
13490,38.44,-32.78,-10.63,
13500,38.54,-33.95,-9.27,
13510,38.14,-33.3,-9.22,
13520,37.65,-33.24,-8.61,
13530,37.05,-33.66,-9.83,
13540,36.72,-34.46,-10.26,
13550,37.33,-33.11,-10.05,
13560,36.59,-33.98,-9.51,
13570,35.72,-34.13,-7.47,
13580,35.58,-33.06,-10.58,
13590,35.42,-33.84,-8.91,
13600,35.1,-34.25,25.19,
13610,34.44,-33.82,21.91,
13620,34.38,-35.39,23.51,
13630,34.35,-34.42,23.63,
13640,33.88,-33.96,21.73,
13650,33.39,-34.55,22.57,
13660,33.26,-32.5,21.31,
13670,32.47,-34.47,23.18,
13680,31.98,-33.82,22.72,
13690,32.15,-31.49,21.33,
13700,31.47,-32.6,23.17,
13710,31.4,-31.73,23.28,
13720,31.13,-32.19,22.9,
13730,30.54,-32.89,22.9,
13740,30.57,-31.21,23.51,
13750,30.39,-31,23.86,
13760,29.89,-31.66,23.06,
13770,29.44,-31.24,22.87,
13780,28.88,-31.74,22.83,
13790,28.88,-30.36,22.23,
13800,28.51,-29.96,21.72,
13810,28.35,-29.35,19.27,
13820,28.3,-29.46,21.33,
13830,27.56,-29.48,17.86,
13840,27.62,-29.47,21.18,
13850,27.35,-28.91,21.63,
13860,26.66,-28.07,20.33,
13870,26.67,-27.98,20.84,
13880,26.28,-27.66,20.82,
13890,26.59,-28.87,21.68,
13900,25.79,-27.49,20.63,
13910,25.81,-25.93,18.16,
13920,25.04,-26.78,19.47,
13930,24.73,-28.58,20.93,
13940,24.45,-27.6,17.84,
13950,24.15,-26.65,19.9,
13960,24.26,-25.64,18.65,
13970,23.9,-28.1,18.11,
13980,23.86,-26.34,20.01,
13990,23.23,-26.55,20.12,
14000,23.13,-26.67,19.39,
14010,22.88,-25.57,19.03,
14020,22.5,-24.64,21.35,
14030,22.37,-26.97,19.7,
14040,21.79,-25.91,18.83,
14050,21.53,-25.09,18.21,
14060,21.33,-24.57,18.58,
14070,21.31,-25.01,20.23,
14080,20.76,-24.34,20.12,
14090,20.63,-22.83,19.84,
14100,20.72,-23.41,20.98,
14110,20.17,-23.84,19.93,
14120,19.69,-25.4,18.43,
14130,19.97,-22.77,19.72,
14140,20.02,-24.92,16.51,
14150,19.35,-24.49,18.74,
14160,19.1,-22.91,19.07,
14170,18.59,-23.59,17.88,
14180,19.09,-21.63,19.76,
14190,18.7,-23.14,18.54,
14200,18.43,-19.99,15.76,
14210,17.9,-21.31,18.29,
14220,17.46,-22.48,18.29,
14230,17.62,-22.56,17.43,
14240,17.4,-20.26,18.02,
14250,17.58,-21.64,18.77,
14260,17.09,-21.23,20.19,
14270,16.69,-21.06,18.72,
14280,16.58,-18.95,17.36,
14290,16.27,-21.51,19.19,
14300,15.8,-19.53,19.14,
14310,16.39,-19.45,18.18,
14320,15.9,-19.95,20.49,
14330,15.63,-19.78,19.84,
14340,15.98,-19.03,20.99,
14350,15.19,-20.51,19.32,
14360,14.83,-17.66,20.06,
14370,14.89,-19.38,19.54,
14380,14.92,-17.84,19.74,
14390,14.29,-17.89,18.21,
14400,14.01,-18.16,18.14,
14410,13.91,-17.86,18.25,
14420,13.68,-17.32,19.05,
14430,13.41,-17.76,20.47,
14440,13.14,-18.22,19.92,
14450,13.24,-18.29,18.18,
14460,13.3,-16.8,18.1,
14470,13.1,-17.03,19.51,
14480,12.76,-15.9,18.13,
14490,12.99,-16.05,18.87,
14500,12.17,-15.12,16.42,
14510,12.46,-17.38,17.68,
14520,12.19,-16.75,17.12,
14530,12.61,-16.28,20.29,
14540,12.37,-15.68,18.21,
14550,11.76,-15.22,17.34,
14560,11.65,-16.61,18.66,
14570,11.48,-14.79,17.21,
14580,10.96,-14.55,19.79,
14590,11.29,-13.22,17.34,
14600,10.47,-14.51,14.64,
14610,11.02,-14.3,16.63,
14620,10.64,-13.71,16.59,
14630,10.55,-14.28,15.84,
14640,10.86,-13.44,17.07,
14650,10.11,-12.56,16.4,
14660,9.86,-13.34,16.83,
14670,10.32,-13.65,16.82,
14680,9.47,-14.13,16.7,
14690,9.88,-11.65,15.97,
14700,9.38,-12.73,15.24,
14710,9.2,-14.08,15.19,
14720,9.26,-11.52,13,
14730,9.12,-12.8,12.48,
14740,8.73,-13.55,16.72,
14750,8.87,-10.19,13.75,
14760,9.06,-10.75,13.38,
14770,8.75,-12,16.82,
14780,8.74,-11.91,14.25,
14790,8.66,-12.49,14.09,
14800,8.49,-11.77,13.1,
14810,8.33,-9.63,12.14,
14820,8.5,-12.42,11.45,
14830,7.76,-11.44,10.93,
14840,7.7,-12.05,10.85,
14850,7.87,-10.94,10.4,
14860,8.08,-10.92,12.05,
14870,7.58,-10.94,10.35,
14880,7.25,-9.57,11.58,
14890,7.91,-10.11,12.19,
14900,7.1,-10.41,13.02,
14910,7.45,-10.86,14.37,
14920,7.23,-9.53,9.03,
14930,6.92,-10.43,12.13,
14940,6.93,-9.59,12.17,
14950,6.66,-10.33,13.06,
14960,7.09,-9.9,9.68,
14970,6.44,-9.48,11.96,
14980,6.37,-9.76,10.79,
14990,6.68,-8.94,10.46,
15000,6.41,-10.09,9.51,
15010,6.67,-8.6,9.41,
15020,6.07,-8.46,10.38,
15030,5.8,-9.24,11.12,
15040,5.99,-10.21,8.02,
15050,6.03,-8.73,9.15,
15060,6.11,-8.49,8.85,
15070,5.36,-8.99,9.57,
15080,5.33,-8.66,8.3,
15090,5.59,-8.47,9.39,
15100,5.04,-8.01,7.59,
15110,5.33,-8.81,5.96,
15120,4.85,-8.18,8.4,
15130,5.31,-6.63,7.23,
15140,5.86,-7.22,9.27,
15150,5.02,-7.91,7.32,
15160,4.88,-7.2,9.05,
15170,5.34,-7.73,8.18,
15180,4.74,-8.03,8.51,
15190,4.67,-7.16,7.1,
15200,5.36,-6.07,6.87,
15210,4.63,-7.57,8.69,
15220,4.61,-7.57,7.92,
15230,4.49,-6.72,8.39,
15240,4.86,-8.56,6.54,
15250,4.38,-5.8,5.39,
15260,3.85,-7.38,6.29,
15270,4.2,-5.18,8.69,
15280,3.79,-6.15,9.37,
15290,3.89,-6.18,6.78,
15300,3.66,-6.72,5.7,
15310,3.82,-7.66,4.47,
15320,3.7,-5.53,4.3,
15330,4.19,-5.42,6.9,
15340,3.71,-5.03,5.67,
15350,3.96,-6.88,4.15,
15360,3.92,-6.05,4.86,
15370,3.42,-7.13,4.84,
Time (s),Altitude (m),Velocity (ms-1),Acceleration (ms-2),State Detection
0,0,0,0,
0,-0.03,0.68,-10.03,
31.45,-0.26,-0.56,-9.37,
62.89,0.32,-1.13,-10.22,
94.34,0.19,0.8,-8.46,
125.79,0.35,-0.39,-9.53,
157.23,-0.06,-0.26,-10.57,
188.68,0.06,-1.11,-9.18,
220.13,-0.22,-0.32,-9.19,
251.57,0.04,0.49,-10.12,
283.02,-0.83,-0.53,-10.41,
314.47,0.19,-0.23,-10.58,
345.91,-0.03,0.33,-9.91,
377.36,0.27,-0.89,-9.1,
408.81,-0.17,-1.1,-8.32,
440.25,-0.09,0.42,-8.68,
471.7,0.18,0.88,-11.49,
503.14,0.07,0.25,-11,
534.59,0.24,-1.62,-10.02,
566.04,0.02,-0.35,-10.33,
597.48,-0.11,-0.38,-6.98,
628.93,0.26,0.98,-7.71,
660.38,-0.02,-0.06,-9.11,
691.82,0.11,-0.47,-9.38,
723.27,0.06,0.15,-9.45,
754.72,0.26,0.26,-8.68,
786.16,0.36,0.41,-8.75,
817.61,-0.09,-0.34,-7.97,
849.06,0.11,0.08,-9.97,
880.5,-0.24,0.07,-8.78,
911.95,0.33,-0.66,-7.27,
943.4,0.3,-0.34,-7.62,
974.84,-0.15,0.16,-9.35,
1006.29,-0.21,-1.05,-10.43,
1037.74,0.06,-0.3,-10.72,
1069.18,0.04,-0.29,-10.81,
1100.63,0.41,0.34,-10.05,
1132.08,0.3,-0.12,-10.57,
1163.52,-0.34,-0.26,-11.04,
1194.97,-0.27,-0.29,-9.96,
1226.42,0.06,-1.83,-9.18,
1257.86,0.18,0.24,-8.95,
1289.31,0.12,0.07,-10.62,
1320.75,0.05,-2.25,-9.73,
1352.2,-0.01,-0.64,-11.16,
1383.65,-0.24,-1.44,-8.13,
1415.09,0.01,-0.13,-9.29,
1446.54,-0.05,0.09,-9.04,
1477.99,0.3,-0.31,-11.63,
1509.43,-0.61,-0.83,-8.48,
1540.88,-0.25,-1.21,-8.94,
1572.33,-0.33,0.2,-9.53,
